German	जर्मन
the secretariat of	र परराष्ट्र मन्त्रालयको
be necessary to	गर्न पनि आवश्यक
also a regular	भए पनि नियमित
kingdom of Prussia	सन्‌ १९१४ मा
in the wrong	भने त्यो गलत
the mayor and	मेयर र उपमेयर
are published in	पनि प्रकाशित छन्
son and daughter	छोरा र छोरी
to honour the	सम्मान गर्ने र
long as he	उनी लामो समय
Cricket World Cup	क्रिकेट लिग च्याम्पियनसिपको
the user can	पनि गर्न सक्नुहुन्छ
is the National	हो भने राष्ट्रिय
returned to work	काम गरेर फर्किएका
politics and the	नेपाली राजनीति र
employment in the	उत्पादन र रोजगारी
the family muricidae	२००१ यागु जनगणना
years until the	वर्ष सम्म पनि
the crisis of	संकट उत्पन्न भएको
earthquake and tsunami	म्याग्निच्युडको भूकम्प गएको
a significant contribution	पनि ठूलो योगदान
which is open	खुला भएको हो
a grocery store	किराना पसल सञ्चालन
equal to that	बराबर रहेको छ
and the beautiful	सुन्दर र आकर्षक
large and small	ठूलो र सानो
a salary of	काम र तलब
implemented in the	लागू गर्ने र
music videos and	म्युजिक भिडियो पनि
to the arrival	आगमन भएको छ
wife and son	श्रीमती र छोरा
a farm near	घर नजिकै रहेको
pretends to be	पो हुन्छ त
of the flower	काँडा कि फूल
other kinds of	र सबै प्रकारका
outstanding natural beauty	प्राकृतिक सौन्दर्य र
is viewed as	नै हेर्ने हो
the Monument was	स्मारक संरक्षण तथा
university college of	विश्वविद्यालय र कलेज
sponsorship of the	प्रायोजन गर्ने भएको
physicians and surgeons	अस्पतालका चिकित्सक डा
disagreed with the	पनि समर्थन गरेको
and difficult to	कठिन भए पनि
20 percent of	पनि ४० प्रतिशत
in all areas	सबै क्षेत्र र
the buildings and	भवन निर्माण र
the new facility	केन्द्र र नयाँ
of the virus	कोरोना भाइरस संक्रमणको
in the crambidae	नोंङह्यब बैंकमा दिउसै
urban and rural	शहरी तथा ग्रामीण
Department of environmental	वातावरण मन्त्रालय र
of youth and	र युवा तथा
and increase the	वृद्धि गर्ने र
city of st	नगर प्रमुख श्री
the theft of	चोरी भएको हो
the first month	महिनाको पहिलो दिन
the governance of	सुशासन र विकास
and local governments	सरकार र स्थानीय
an emergency landing	आकस्मिक अवतरण गरिएको
school students in	माध्यमिक विद्यालय र
one year and	र एक वर्ष
we are all	त हामी सबै
language and the	आफ्नो भाषा र
had to withdraw	पनि पछि नहट्ने
outlined in the	घोषणापत्रमा उल्लेख गरिएको
the construction rate	प्रतिशत निर्माण कार्य
child sexual abuse	बलात्कार र यौन
to the publication	प्रकाशन गर्ने र
of the passengers	जना यात्रु र
batsman and a	उत्कृष्ट ब्याट्सम्यान र
and reduce the	न्यूनीकरण गर्न र
two kinds of	गरी दुई प्रकारका
the National Youth	र राष्ट्रिय खेलकुद
high court in	उच्च अदालत र
the joy of	खुशीको कुरा हो
for the conservation	र संरक्षणका लागि
were selected for	छनौट भएका छन्
stained glass window	सिसा फुटेको छ
and the importance	पनि यसको महत्व
to the camp	नाउ क्याम्पमा भएको
the confidence of	विश्वास र भरोसा
compensation for the	उचित क्षतिपूर्ति र
historical and cultural	ऐतिहासिक र सांस्कृतिक
by sir John	बहादुर थापा र
testing of the	परीक्षण गर्ने र
Tom and Jerry	भुवन कार्की र
friendship with the	प्रेम र मित्रताको
his plans to	गर्ने आफ्नो योजना
the development team	खेलको विकास र
one week after	एक हप्ता पछि
persons with disabilities	अपाङ्गता भएका व्यक्तिहरू
the incident and	घटना भएको र
minister of transport	यातायात मन्त्रालयका सचिव
the risks of	जोखिम कम हुन्छ
a strong influence	बलियो प्रभाव रहेको
contender for the	एक मात्र निर्णायक
and one to	गर्ने र एक
elected as member	सदस्य निर्वाचित भएका
the road continues	आफ्नो बाटो लागे
telling the story	मेरो कथा मेरो
and other facilities	र अन्य सुविधा
committees of the	केन्द्रीय समितिमा छलफल
words and music	शब्द र संगीत
France and Belgium	फ्रान्स र बेल्जियम
before entering politics	राजनीतिमा प्रवेश गरेका
traffic in the	सवारी आवागमन बन्द
is in honor	सम्मान गरेको हो
determine whether the	हो भन्ने यकिन
but only a	तर पनि एउटा
a writ of	सर्वोच्च अदालतको आदेशको
more so than	भन्दा बढी त
law and justice	कानुन न्याय तथा
with the slogan	र समृद्धिको नारा
of a sudden	एक दिन अचानक
national film award	राष्ट्रिय चलचित्र पुरस्कार
in Melbourne and	काठमाडौं र पोखरा
National Football team	राष्ट्रिय फुटबल खेलाडी
their homes and	आफ्नो घर र
concerts in the	सांगीतिक कार्यक्रम हुने
Henry II of	तत्कालीन श्री ३
to contact the	सम्पर्क गर्दा पनि
kilometres north of	करिब एक किलोमिटर
dissatisfaction with the	भन्दै उनले असन्तुष्टि
on the bus	यात्रुबाहक बस र
the drafting of	मस्यौदा तयार गर्ने
suspected of being	भएको आशंकामा प्रहरीले
to install a	जडान गर्ने काम
for so long	भए पनि लामो
after the conquest	र एकीकरण गर्न
spoke of the	पनि बोलेका थिए
in literature and	नेपाली साहित्य र
inflammation of the	पेट दुख्ने समस्या
connecting to the	जोड्ने हो भने
ceased operations in	अनिश्चितकालका लागि बन्द
the member states	राज्य समिति सदस्य
year anniversary of	नयाँ वर्षको उपलक्ष्यमा
of drinking water	पिउने पानी र
lived in rental	भाडामा बस्दै आएका
birth of her	जन्म दिने आमा
the American public	एक अमेरिकन अश्लिल
construction of this	निर्माण भएको यो
the registration of	दर्ता र नवीकरण
são tomé and	राष्ट्रपति जोको विडोडोले
and asks him	भनेर सोध्यो भने
that the local	कुनै पनि स्थानीय
of human life	मानव जीवनका लागि
also criticized the	गरेको भन्दै आलोचना
slightly more than	अलिक बढी नै
the trend of	पनि यो क्रम
customs and excise	राजश्व तथा भन्सार
and hosted the	तथा कार्यक्रममा पनि
to be transported	लगिएको छ भने
and the relationship	कुनै पनि सम्बन्ध
until the time	समय देखि नै
adherence to the	पालना गर्ने र
songwriter and musician	गायक तथा संगीतकार
in the mountainous	र पूर्वी पहाडी
election as the	निर्वाचनमा उम्मेदवार हुन
international monetary fund	अन्तर्राष्ट्रिय मुद्रा कोष
the Bank of	बैंक र बैंक
the shortage of	समेत अभाव भएको
the coalition government	गठबन्धन र लोकतान्त्रिक
sense of humour	बानी छ भने
French and Italian	इटालियन ठेकेदार कम्पनी
is a friend	हो साथी हो
to win two	जित र दुई
in manufacturing and	र उत्पादन तथा
and sustainable development	दिगो विकास र
production began in	उत्पादन सुरु गर्ने
confiscated by the	जफत गरेको थियो
the ideology of	समाजवाद र साम्यवादको
lectures on the	तथा अन्तरक्रिया कार्यक्रम
Ios and android	नयाँ स्मार्टफोन सार्वजनिक
David Lloyd George	कुमार थापा र
the funds to	उक्त रकम खर्च
their involvement in	आफ्नो कुनै संलग्नता
and surrounding area	र यस आसपासका
that the program	पनि यो कार्यक्रम
laid out the	उठ्दै आएको छ
the river flows	सिमाना भएर बग्ने
of the external	भित्री र बाहिरी
the south Indian	भारतीय राज्य पश्चिम
in during the	बेला बेला मा
the Knights Templar	अध्यक्ष भवानी राणा
Wisconsin State Assemblyman	ताप्लेजुङ जिल्लालार्इ ३६
a gabled roof	कोठे भवनको छाना
is a different	मात्र फरक हो
surgery at the	शल्यक्रिया भएको थियो
markets in the	बजार क्षेत्र र
in the novels	चर्चित उपन्यास हो
and the birth	को जन्म भएको
of the wealthy	धनी र गरिब
signing a contract	अनुबन्ध गरेको हो
or widowers and	दुईवटा लेखहरूसँग मात्र
revolution of 1917	२००७ सालको क्रान्ति
security in the	प्रशासन र सुरक्षा
and other types	कुनै पनि प्रकारका
rights activist and	हक र अधिकारका
enlist in the	सेनामा भर्ती हुन
convicted of murder	हत्या अभियोगमा पक्राउ
began a new	नयाँ काम सुरु
a tourist destination	पर्यटकीय गन्तव्य हो
and methods of	गर्ने विधि र
six years and	र तीन वर्ष
Department in the	प्रशासन मन्त्रालय र
a weekly column	साप्ताहिक स्तम्भ साताका
advice to the	सल्लाह र सुझाव
his experience in	आफ्नो अनुभव र
he won in	पनि जितेका थिए
design and build	गर्न डिजाइन गरिएको
the show began	कार्यक्रम सुरु गर्ने
more effective than	बढी प्रभावकारी हुने
journey through the	पैदल यात्रा गरेर
school teacher and	विद्यालयका शिक्षक र
lost his place	स्थान पाएको छ
of the relevant	पनि यो विषय
and the potential	र भविष्यमा पनि
of animals and	एक प्रकारको जनावर
three and four	दुई र तीन
protested against the	भन्दै आन्दोलनमा उत्रिएका
that even if	पनि होला तर
year history of	वर्षको इतिहास बोकेको
drowned in the	डुबेर मृत्यु भएको
a good idea	पनि राम्रो कुरा
they plan to	योजना भए पनि
concern that the	भन्ने चिन्ता पनि
elected the first	पहिलो हुने निर्वाचित
in the serie	बार्सिलोना र रियल
and the very	पनि निकै नै
oil and natural	पेट्रोलियम तथा प्राकृतिक
in the parking	सवारी साधन पार्किङ
the lifetime achievement	गरेको योगदानको कदर
of medicine of	स्वास्थ्य र चिकित्सा
opportunities for the	गर्ने अवसर पनि
reign of king	मा तत्कालीन राजा
of the emergency	आकस्मिक बाहेकका सबै
were collected in	संकलन गरेका थिए
mother and sister	दिदी बहिनी र
a new political	नयाँ राजनीतिक शक्ति
and the decision	निर्णय भएको र
rooms and a	कोठा रहेका छन्
the first Asian	पहिलो दक्षिण एसियाली
were rescued by	सकुशल रहेका छन्
the wearing of	दौरा सुरुवाल र
services to export	तथा सेवा आयात
food and beverage	तथा पेय पदार्थ
died suddenly in	पनि निधन भएको
World Cricket League	विश्व क्रिकेट लिग
to resume his	नै समाप्त हुने
box office and	पनि बक्स अफिसमा
special air service	नेपाल वायु सेवा
the impacts of	पनि त्यसको असर
magnetic resonance imaging	पेट सिटी स्क्यान
and the regional	जिल्ला र क्षेत्रीय
revolution and the	क्रान्ति सम्पन्न भएको
and evaluation of	अनुगमन र मूल्यांकन
is a continuation	थालनी भएको हो
and brought the	आएको र अहिले
house in London	घर भई काठमाडौं
he praised the	प्रशंसा गर्दै उनले
made his twenty20	एकदिवसीय अन्तर्राष्ट्रिय क्रिकेटमा
mobile Suit Gundam	आइ लभ यु
after reaching the	पुग्न लाग्दा पनि
the skin and	छाला र हड्डी
efforts were made	पहल गरेका थिए
educational institutions in	शैक्षिक संस्था र
the company built	निर्माण कम्पनी र
set the record	रेकर्ड गरिएको छ
detailed account of	विस्तृत विवरण भने
the main attraction	मुख्य आकर्षणको रुपमा
football goalkeeper who	फुटबल टिमका कप्तान
photo of the	फोटो र भिडियो
himself as one	भने अर्का एक
Foundation for the	र नेपाल रेडक्रस
high risk of	उच्च जोखिम रहेको
the first play	खेल्ने पहिलो नेपाली
this is achieved	हासिल गरेको हो
three minutes and	एक मिनेट पनि
in the rescue	र उद्धारका लागि
sentenced to six	तीन वर्ष जेल
birth and death	जन्म र मृत्यु
all the things	पनि सबै कुरा
significance in the	र ऐतिहासिक महत्व
the sick and	बिरामी हुँदा पनि
important contribution to	पनि महत्वपूर्ण योगदान
human resource development	मानव स्रोत विकास
when they arrived	आएका थिए तर
city of Sydney	पोखरा उपत्यका नगर
of our own	पनि आफ्नो देशको
Jerry Lee Lewis	देशराज जोशी र
a family member	परिवारका सदस्य र
and other issues	अन्य विषयमा पनि
the premise that	पनि यो कुराको
a car and	कार र मोटरसाइकल
the kidnapping of	अपहरण र हत्या
in one study	अध्ययन गर्न एक
are active in	पनि सक्रिय छन्
the Temple of	पशुपतिनाथ मन्दिर परिसरमा
of the funds	र उक्त रकम
and other international	कुनै पनि अन्तर्राष्ट्रिय
chief engineer of	प्रमुख जिल्ला इन्जिनियर
of the Beijing	चीनको राजधानी बेइजिङ
the white river	सेतो पानी बग्ने
a penalty kick	प्रहार गरेको पेनाल्टी
of economic affairs	आर्थिक मामिला तथा
the knowledge and	आफ्नो ज्ञान र
religion and the	आफ्नो धर्म र
was overseen by	अध्यक्षतामा भएको उक्त
agencies in the	गर्ने निकाय पनि
a feasibility study	सम्भाव्यता अध्ययन र
protest of the	भन्दै विरोध गर्दै
that operated in	पनि सञ्चालन गरिएको
condemned by the	घोर निन्दा र
and supporter of	प्रस्तावक र समर्थक
to answer questions	यो प्रश्न पनि
his time and	आफ्नो समय र
of sexual harassment	यौन दुव्र्यवहार गरेको
sand and gravel	सडक र नाला
of the affected	पनि प्रभावित हुने
hydroelectric power station	मेगावाट जलविद्युत् उत्पादन
the first 3	२ को पहिलो
tickets for the	भिसा र टिकटको
and the good	पनि राम्रो र
to the collapse	नै संकटमा पर्ने
of the profits	आम्दानी र खर्च
the songs and	यो गीत पनि
knowledge and skills	ज्ञान र सीप
of the Buddhist	बौद्ध धर्म र
went to study	अध्ययन गर्दै आएका
that affect the	कुनै पनि असर
a teenage girl	केटा र केटी
of the curriculum	पाठ्यक्रम विकास तथा
the local elections	स्थानीय निर्वाचन निर्वाचनको
opened the door	ढोका खोलेको छ
William Henry Harrison	राजु रिजाल र
00 pm on	बिहान १० बजेदेखि
meetings were held	भेला भएका थिए
in the Serie	डिभिजन २ मा
as a carpenter	’ रिजालले भने
been collected in	संकलन भएको छ
and rural areas	ग्रामीण क्षेत्रमा पनि
kidnapped by the	अपहरणमा परेका थिए
review aggregation website	भएमा यस लिंकमा
after 10 years	१० वर्ष पछि
the Watershed of	तथा जलाधार संरक्षण
for the relief	र राहतका लागि
most densely populated	भूभागका केही स्थानमा
Minister David Cameron	प्रधानमन्त्री माधव कुमार
the geological survey	भौगर्भिक सर्वेक्षण संस्था
a red card	सिधै रातो कार्ड
the other party	सबै पार्टी र
canceled due to	कारण रद्द भएको
the impetus for	पनि त्यसलाई निरन्तरता
new record for	नयाँ रेकर्ड कायम
of the Taliban	तालिवान आतङ्ककारी समूहले
be useful for	लागि पनि उपयोगी
wholesale or retail	थोक तथा खुद्रा
a certificate in	प्रमाणपत्र नक्कली भएको
which operated from	देखि सञ्चालनमा आएको
medicine and surgery	हाडजोर्नी विशेषज्ञ डा
a monthly magazine	को पहिलो त्रैमासिक
of tourism and	र पर्यटन क्षेत्रको
arrested and imprisoned	पनि प्रहरीले पक्राउ
Queen Consort of	राज्यलक्ष्मी शाह र
is a 10	हो भने १०
Entrepreneur of the	महिला उद्यमी विकास
in the ongoing	पनि चलिरहेको छ
were destroyed and	ध्वस्त भएका थिए
a gift for	उपहार दिएको छ
walking in the	हिँड्ने हो भने
were rejected by	अस्वीकार गरेका थिए
00 UTC on	मध्यान्ह १२ बजेर
citizens in the	भएका नेपाली नागरिकहरुले
is very different	फरक यति हो
the tendency to	गर्ने प्रवृत्ति पनि
and other locations	अन्य ठाउँमा पनि
of corruption and	भ्रष्टाचार र अनियमितता
after being hit	प्रहार गरे पनि
in journalism and	पत्रकारिता तथा आमसञ्चार
the Senate Judiciary	सर्वोच्च अदालतका प्रधानन्यायाधीश
is closed to	बन्द भएको हो
in the charente	र पर्सा जिल्लामा
immigrants in the	बसोबास गर्ने र
a feud with	झगडा भएको थियो
in other regions	अन्य जिल्लाहरुमा पनि
and elected to	निर्वाचित हुने र
scientists and engineers	वैज्ञानिकहरुले बताएका छन्
merger of two	गठन भएको दुई
the Communist party	कम्युनिष्ट पार्टी र
in the tunnel	सुरुङ मार्ग निर्माण
articles published in	पनि प्रकाशित भएको
pupation takes place	भित्तो काट्ने काम
be active in	सक्रिय भए पनि
for business and	व्यवसाय गर्नका लागि
geography of the	भौगोलिक अवस्था र
and equipment to	आवश्यक उपकरण र
pieces in the	टुक्रा टुक्रा पारेर
in a boat	भएको डुङ्गा दुर्घटनामा
temperatures in the	र न्यूनतम तापक्रम
the tibet autonomous	स्वशासित क्षेत्र तिब्बत
not sufficient to	भए पनि पर्याप्त
the forest service	नेपाल वन सेवा
appointed to serve	नियुक्त हुनु भएको
a more efficient	सहज र प्रभावकारी
wait until the	मैले अहिले सम्म
first music video	पहिलो म्युजिक भिडियो
urged him to	पनि उनले आग्रह
but was delayed	ढिला भए पनि
they came from	आएका भए पनि
and prevention of	रोकथाम तथा नियन्त्रण
of the earthquake	विनाशकारी भूकम्प र
a waste of	फोहोर पानी प्रशोधन
very popular and	निकै लोकप्रिय छ
and devotion to	श्रद्धा र सम्मान
Director and screenwriter	निर्देशक तथा कलाकार
the pharmaceutical industry	औषधि उत्पादन गर्ने
on twitter that	फेसबुक र ट्वीटर
friend and colleague	र उनका साथी
granted permission to	स्वीकृति दिने निर्णय
12 hours of	करिब ३ घण्टा
come in the	आए पनि अहिले
the Memorial was	मदन भण्डारी स्मृति
in the urine	शरीरमा पानीको मात्रा
and promoting the	र प्रवद्र्धन गर्ने
in areas that	पनि यो क्षेत्र
a safe and	लागि सुरक्षित र
realize that the	तर त्यो त
shut down and	पनि बन्द र
in international competitions	अन्तर्राष्ट्रिय प्रतियोगितामा सहभागी
scheduled ancient monument	प्राचीन स्मारक संरक्षण
cricket in the	फुटबल र क्रिकेट
the American Council	समन्वय समिति अमेरिकाको
used to power	शक्ति प्रयोग गरेर
projects of the	परियोजना निर्माण गर्ने
lived in London	काठमाडौं बस्दै आएका
Lee Kuan Yew	नेपाल तामाङ घेदुङका
financial difficulties and	आर्थिक समस्याका कारण
were presented in	प्रस्तुत भएका थिए
the family mangeliidae	विश्‍वेश्‍वरप्रसाद कोइरालाको आत्मवृत्तान्त
a public holiday	सार्वजनिक बिदाको दिन
the foreign and	नेपाली र विदेशी
and the border	र सीमा क्षेत्रमा
canal and the	नहर निर्माणका लागि
the amino acid	रगतमा ग्लुकोजको मात्रा
be prepared by	तयार भए पनि
a very old	सबैभन्दा पुरानो र
his criticism of	भन्दै उनको आलोचना
of the Tokyo	जापानको राजधानी टोकियोमा
and the voice	र स्वर रहेको
the soil and	माटो र खरानी
the information and	र सूचना तथा
energy and environmental	उर्जा तथा वातावरण
ports in the	बन्दरगाह प्रयोग गर्न
education and health	शिक्षा र स्वास्थ्य
is important that	महत्वपूर्ण कुरा हो
world bank and	विश्व बैंक र
would spend the	बिताउने गरेका छन्
York Court of	काठमाडौं जिल्ला अदालत
displaced by the	कारण विस्थापित भएका
that the children	कुनै पनि बालबालिका
of weapons and	हतियार प्रयोग गरेर
welcomed by the	स्वागत गर्ने र
a great influence	ठूलो प्रभाव पारेको
changed over time	समय फेरिएको छ
to varying degrees	डिग्री र अधिकतम
public or private	सरकारी वा निजी
school for children	बालबालिका विद्यालय भर्ना
and the influence	प्रभाव नेपालमा पनि
on the nasdaq	सो कम्पनीको शेयर
of roads and	सडक निर्माण र
with a disability	र अपांगता भएका
to understand that	यो कुरा बुझ्नु
20 years after	२० वर्ष पछि
the preservation and	संरक्षण र विकास
the currency of	र विदेशी मुद्रा
most important work	महत्वपूर्ण काम गरेको
and interpretation of	व्याख्या र विश्लेषण
daily newspaper published	नयाँ पत्रिका दैनिक
the great recession	आर्थिक मन्दीका कारण
and the headquarters	कार्यालय प्रमुख र
and security of	र सुरक्षा निकायका
he was summoned	छलफलका लागि बोलाएका
the match award	खेलमा उत्कृष्ट प्रदर्शन
her second marriage	दोस्रो विवाह गरे
of the referendum	संसदले पारित गरेको
of the poorest	गरिब र विपन्न
contract was terminated	ठेक्का सम्झौता रद्द
Alexander Graham Bell	रविन्द्र अधिकारी र
of the ethnic	जाति र समुदायको
Mary Tyler Moore	दीपा श्री निरौला
the protected area	संरक्षित क्षेत्र र
beginning and end	अन्त्य भएको र
of daily life	दैनिक जीवनमा प्रयोग
pioneering work in	स्थापित गर्ने काम
love and the	माया प्रेम र
outstanding achievements in	उत्कृष्ट काम गर्ने
donations to the	उक्त सहयोग रकम
flooding in the	बाढी र पहिरो
the morale of	मनोबल उच्च राख्न
of one million	करोड एक लाख
new style of	नयाँ शैली र
strengths and weaknesses	हाम्रो कमजोरी हो
the victims and	र पीडित परिवारलाई
he was cremated	शव पोस्टमार्टमका लागि
of the spiritual	धार्मिक तथा आध्यात्मिक
goes into the	गयो भने पनि
as the candidate	उम्मेदवार भए पनि
replied that he	यो पनि भनेका
condolences to the	समवेदना प्रकट गर्दै
the feelings of	मेरो मनको कुरा
investments in the	पनि लगानी गर्ने
to be fired	प्रहार भएको हो
in remote areas	र दुर्गम क्षेत्रमा
much better than	भन्दा धेरै राम्रो
of wealth and	धन तथा सम्पत्ति
mission of NASA	भारतीय अन्तरिक्ष अनुसन्धान
Director and producer	निर्माता तथा निर्देशक
and enhance the	अभिवृद्धि गर्ने र
a gun and	पेस्तोल र त्यसमा
United Nations development	संयुक्त राष्ट्रसंघीय विकास
he remained active	सक्रिय रहेको र
and expand the	विस्तार गर्ने र
further in the	भए पनि थप
championships and the	प्रतियोगितामा नेपाल र
of poverty and	गरिबीको रेखामुनी रहेका
targeted by the	नै लक्षित गरी
of Illinois and	कैलाली र कञ्चनपुर
high concentrations of	मात्रा बढी हुन्छ
to enter service	सेवामा प्रवेश गर्ने
the camera and	क्यामेरा रहेको छ
Football Club and	फुटबल क्लब र
books were published	पुस्तक प्रकाशित छन्
not guilty of	अदालतले दोषी ठहर
50 and 59	६० र ४०
Williams in the	राजेश हमाल र
construction of two	निर्माण गर्न एक
and 13th centuries	२१ औं शताब्दी
six months and	तीन महिना पनि
not necessary to	आवश्यक पनि छैन
and convicted of	अभियोगमा प्रहरीले पक्राउ
physician and politician	वरिष्ठ चिकित्सक डा
his left knee	खुट्टा भाँचिएको छ
the strengthening of	थप सुदृढ बनाउन
one million dollars	४० करोड डलर
agreed not to	कुनै पनि सहमति
and international organizations	तथा अन्तर्राष्ट्रिय गैरसरकारी
and other essays	यो लेख वा
testimony to the	भएको बयान दिएका
independence and the	अभिव्यक्ति स्वतन्त्रता र
the prices of	कुनै पनि मूल्यमा
statistics of the	भएको तथ्याङ्क छ
he also hosted	आयोजित कार्यक्रममा उनले
recommendations to the	कार्ययोजना तयार गरी
nearly two decades	झण्डै दुई दशक
various levels of	विभिन्न तह र
to eat the	खानु राम्रो हुन्छ
for the launch	लन्च गरेको छ
writing that the	लेख्ने हो भने
is chosen by	चयन भएको हो
snow and ice	हिउँ जमेको छ
testified that he	बयानमा भनेका छन्
the app store	एप सार्वजनिक गरेको
a flurry of	एकपछि अर्को गर्दै
poetry and prose	गीत र कविता
the Borough of	उपमहानगरपालिका वडा नं
a few dozen	करिब एक दर्जन
within the organization	संगठन संरचना र
of blood and	रगत र पसिना
a sexual relationship	यौन सम्बन्ध राख्ने
in business management	व्यवसाय सञ्चालन गर्ने
election in November	गते भएको निर्वाचनमा
in Pennsylvania and	५ को दाङ
of expression and	विचार र अभिव्यक्ति
of fuel and	तथा डिजेल र
sentenced to prison	जेल सजाय र
is illegal in	अवैध रुपमा नेपाल
October that year	गत वर्ष पनि
customers in the	तथा ग्राहक सेवा
of the mineral	खानी तथा खनिज
in this system	यो प्रणाली लागू
bilateral relations between	द्विपक्षीय तथा बहुपक्षीय
and private sectors	र निजी क्षेत्रमा
the first days	पहिलो दिन नै
in bringing the	पुर्याउने भएको छ
can make the	गर्नु हुन्छ र
nothing came of	आए पनि त्यो
very long time	निकै लामो समय
and achieved a	हासिल गर्न र
in the clouds	थापा बादल र
scientific and cultural	वैज्ञानिक तथा सांस्कृतिक
and affordable care	र गुणस्तरीय स्वास्थ्य
that the election	कुनै पनि निर्वाचनमा
of the rally	सुरु भएको र्याली
conference and the	सम्मेलन हुने सबै
local residents and	र स्थानीय बासिन्दाले
investigations of the	र अनुसन्धान गर्ने
lived in Paris	अमेरिकामा बस्दै आएका
production capacity of	उत्पादन गर्ने क्षमता
with a knee	हात र खुट्टा
week of January	गत हप्ता मात्र
prosperity of the	र समृद्धि नै
was tried and	खोजेका थिए तर
billion in assets	अर्ब १० करोड
of the missile	मिसाइल परीक्षण गरेको
long and short	लामो तथा छोटो
unable to prevent	पनि रोक्न नसक्ने
identity in the	आफ्नो पहिचान र
import and export	आयात र निर्यात
a road accident	सडक दुर्घटना र
was a mistake	गल्ती गरे पनि
of ideas and	आफ्नो विचार र
10 years the	पनि १० वर्ष
upon entering the	प्रवेश गर्न खोज्दा
rainfall in the	वर्षा र हिमपात
with a b	ए र बी
the atmosphere and	वातावरणमा सम्पन्न गर्न
filled by the	खचाखच भरिएको थियो
the investigation and	छानबिन गर्न र
can change the	परिवर्तन हुन्छ भन्ने
mother and child	आमा र बच्चा
appointment as the	नियुक्त गर्ने र
and one other	र अन्य एक
and installed in	पनि जडान गरिएको
to be cancelled	रद्द भएको हो
on the shoulder	टाउको र छातीमा
and six other	र अन्य तीन
in Norse mythology	पुराणमा उल्लेख छ
the principles and	नीति र सिद्धान्त
newspaper editor and	पत्रिकाका प्रधान सम्पादक
services provide employment	सेवा सुविधा पनि
of nations and	पनि राष्ट्र र
that were later	थिए तर पछि
in the banking	बैंक र वित्तीय
and gender identity	महिला र पुरुषबीचको
an obligation to	दायित्व पनि हो
an altercation with	कुटपिट भएको थियो
the murder and	हत्या भएको र
to be flown	लागि उडेको थियो
working on new	नयाँ काम गर्ने
here are some	भए पनि यहाँ
Devon and Cornwall	म्याग्दीको सदरमुकाम बेनीमा
in the 110	४ सय ६९
Cricket Club in	क्रिकेट क्लब र
and regulation of	तथा नियमन गर्ने
too weak to	कमजोर भए पनि
cabinet of ministers	व्यवस्थापिका संसद बैठकमा
in the explosion	विस्फोट भएको छ
in the balance	सन्तुलन कायम गर्ने
team competed in	स्पर्धामा प्रतिस्पर्धा गरेका
rabbi of the	सुवेदी रहेका छन्
selling more than	बढी बिक्री हुने
various areas of	विभिन्न क्षेत्र र
infrastructure of the	पूर्वाधारको विकास र
motor show in	नाडा अटो शो
in the mordellistena	बढ्ने बालयौन दुराचारकाे
a new member	नयाँ कार्यसमितिका लागि
of the hurricane	शक्तिशाली आँधीका कारण
the Castle of	हनुमानढोका दरबार क्षेत्र
responded by saying	गाली गरे पनि
the privately owned	सरकारी स्वामित्वमा रहेको
panoramic view of	दृश्यावलोकन गर्न सकिन्छ
to clean the	सफा गर्ने र
of the anterior	शरीरको अन्य भागमा
two hours of	करिब दुई घन्टा
a letter that	पत्र नै लेखेर
not members of	कुनै पनि सदस्यले
dominance in the	आफ्नो प्रभुत्व कायम
the international market	अन्तर्राष्ट्रिय बजारमा मूल्य
the Administrative Centre	३ नं प्रदेशका
the damage caused	क्षति भए पनि
temples in the	मन्दिर निर्माण गर्न
received favorable reviews	राम्रो प्रतिक्रिया पाएको
of the crimes	जघन्य अपराध हो
struggle for independence	र स्वतन्त्रताका लागि
clash of the	भिडन्त हुने भएको
uploaded to Youtube	युट्युबमा सार्वजनिक भएको
hotel and restaurant	होटल तथा रेस्टुरेन्ट
schedule for the	समय तालिका अनुसार
in hindi as	नेपाली र हिन्दी
of the electricity	विद्युत् उत्पादन गर्ने
patients in the	बिरामीको उपचार गर्न
of new technologies	नयाँ प्रविधि र
rape and murder	बलात्कार र हत्या
by a bomb	बम विस्फोट र
a teenager in	सानै भए पनि
to be different	पनि फरक हुन्छ
of Mahatma Gandhi	इन्दिरा गान्धी अन्तर्राष्ट्रिय
spot of the	टीका लगाउने चलन
the Embassy of	नेपाली दूतावास र
of the freeway	लेनको सडक निर्माण
of health services	स्वास्थ्य सेवा र
National Cricket team	राष्ट्रिय क्रिकेट टिम
was arrested after	प्रहरीले पक्राउ गरेपछि
fired from his	प्रहार गरेको र
died in hospital	अस्पतालमा निधन भएको
urban areas and	र शहरी क्षेत्रमा
and listen to	कुरा सुन्न र
monitoring of the	पनि अनुगमन गर्ने
in the oise	केन्द्रीय कार्यालय सानेपामा
claimant to the	वंशजका आधारमा नागरिकता
electrical and computer	सहायक कम्प्युटर अपरेटर
of alcohol and	र मदिरा सेवन
of his profession	विभिन्न पेशा र
placed on top	सूचीमा राखिएको छ
and the treaty	१९५० को सन्धि
a solicitor in	कार्की र न्यायाधीश
facebook page that	आफ्नो फेसबुक पेजमा
Festival in the	महोत्सव आयोजना गर्ने
impacted by the	नै जोखिममा परेको
in organizing the	आन्दोलनलाई सम्बोधन गर्न
